param_id,row_index,layer,node_id,parameter,value,value_min,value_max,unit,conditions,species,site,age,sex,source_ref,uncertainty,value_unverified,superseded_model,notes
p_c386a4182e,p01201,L7,estrogen_accelerated_senescence,chondrocyte proliferation rate at which epiphyseal fusion occurs,approaching zero,,,proliferative labelling rate,"senescent rabbit growth plate, proximal tibia / distal tibia / distal femur",rabbit,,,,weise2001,qualitative threshold; no numeric cut-off reported,False,False,
p_f521821749,p01202,L7,estrogen_driven_fusion,"adult height, man with homozygous ESR1 nonsense mutation (codon 157 C to T)",204,204.0,204.0,cm,"28-year-old man, normal pubertal development, incomplete epiphyseal closure",human,,,,smith1994,n=1,False,False,
p_b5b91fc637,p01203,L7,estrogen_driven_fusion,"lumbar spine BMD, same ESR1 patient at age 28.5 y",0.745,0.745,0.745,g/cm2,DXA; 3.1 SD below mean for age-matched normal women,human,,,,smith1994,n=1,False,False,
p_74f5df45f2,p01204,L7,estrogen_driven_fusion,"lumbar spine aBMD after 3.5 y follow-up, same ESR1 patient",0.684,0.684,0.684,g/cm2,DXA; Z score -3.85,human,,,,smith2008,n=1,False,False,
p_d9fca9fc1a,p01205,L7,estrogen_driven_fusion,bone age advance over 3.5 years without ER-alpha signalling,15 to 17.5,15.0,17.5,years of bone age,"same ESR1 patient, serial hand radiographs",human,,,,smith2008,n=1,False,False,
p_669ad25cff,p01206,L7,estrogen_driven_fusion,"adult height, man with CYP19A1 aromatase deficiency",204,204.0,204.0,cm,"24 3/12 y, +3.7 SD, eunuchoid proportions, macroorchidism",human,,,,morishima1995,n=1,False,False,
p_209f1d7e17,p01207,L7,estrogen_driven_fusion,bone age at chronological age 24.25 years in aromatase-deficient man,14,14.0,14.0,years of bone age,untreated congenital aromatase deficiency,human,,,,morishima1995,n=1,False,False,
p_c31a4c8f97,p01208,L7,estrogen_driven_fusion,"adult height, 46,XX sister with same CYP19A1 mutation",177.6,177.6,177.6,cm,"28 y, +2.5 SD, treated with hormone replacement after pubertal failure",human,,,,morishima1995,n=1,False,False,
p_3702f8b3d3,p01209,L7,estrogen_driven_fusion,distal radius BMD in untreated aromatase-deficient man,-4.7,-4.7,-4.7,SD below sex- and age-matched mean,"cortical bone site, single photon densitometry",human,,,,morishima1995,n=1,False,False,
p_4f9a2eece6,p01210,L7,estrogen_driven_fusion,"adult height, second reported aromatase-deficient man (India, 2022)",188,188.0,188.0,cm,"24 y, arm span 200 cm, US:LS 0.8, open wrist and knee epiphyses",human,,,,singhania2022,n=1,False,False,
p_5beaae5273,p01211,L7,estrogen_driven_fusion,number of CYP19A1 mutation reports in males in the literature,15,15.0,15.0,published male cases,tabulated review to 2022,human,,,,singhania2022,author count of published reports; not a systematic review,False,False,
p_e225b791aa,p01212,L7,fels_method,reference cohort for the Fels method,"Fels Longitudinal Study, southwest Ohio, 223 white males and 210 white females in the prediction sample",,,descriptive,serial radiographs every 6 months,human,,,,khamis1994,sample sizes as reported for the stature prediction models,False,False,
p_10bb45b2bc,p01213,L7,fusion_timing_order,complete growth plate fusion at age 17 in females (radius / femur / proximal tibia / distal tibia / calcaneus),75 / 85 / 97 / 98 / 98,,,percent of subjects,"MRI, healthy Swedish cohort aged 14.0-21.5 y",human,,,,kvist2021,n=958 across all ages; per-age-cell n not reported in abstract,False,False,
p_d321285f89,p01214,L7,fusion_timing_order,complete growth plate fusion at age 19 in males (radius / femur / proximal tibia / distal tibia / calcaneus),90 / 97 / 95 / 97 / 98,,,percent of subjects,"MRI, healthy Swedish cohort aged 14.0-21.5 y",human,,,,kvist2021,n=958 across all ages,False,False,
p_6fa69fe02e,p01215,L7,fusion_timing_order,number of epiphyses sequenced for beginning and complete union,21,21.0,21.0,epiphyses,"258 Bosniak males aged 14-30 y, dry bone",human,,,,schaefer2007,n=258,False,False,
p_65a5c0bd0e,p01216,L7,fusion_timing_order,age range of partial union of sacral secondary ossification centres,15-21,15.0,21.0,years,"Lisbon documented skeletal collection, 90 females and 101 males aged 0-30 y",human,,,,cardoso2014,"observed range, posterior probability tables published",False,False,
p_d0c425de85,p01217,L7,greulich_pyle_method,mean interobserver spread of GP bone age,0.96,0.96,0.96,years,"3 radiology registrars, 50 radiographs, compared with TW2 in the same films",human,,,,king1994,TW2 comparator 0.74 y; difference not significant at 5%,False,False,
p_bf599b84e5,p01218,L7,greulich_pyle_method,"intra-observer 95% limits of agreement, GP",-2.46 to +2.18,-2.46,2.18,years,10% of 362 consecutive clinical radiographs re-analysed,human,,,,bull1999,95% limits; TW2 comparator -1.41 to +1.43 y,False,False,
p_5f3dc22b06,p01219,L7,greulich_pyle_method,95% confidence interval for GP minus TW2 bone age,-1.52 to +2.28,-1.52,2.28,years,"362 consecutive clinical hand radiographs, method-comparison analysis",human,,,,bull1999,95% CI of the difference,False,False,
p_71a08c6596,p01220,L7,greulich_pyle_method,mean time to perform a GP assessment,1.4,1.4,1.4,minutes,radiology registrars; TW2 comparator 7.9 minutes,human,,,,king1994,mean of 150 assessments,False,False,
p_24af44f84a,p01221,L7,greulich_pyle_method,reference population birth years and location of the GP atlas,"Cleveland Ohio, 1920s-1940s, high socioeconomic status Caucasian children",,,descriptive,Brush Foundation derived standards,human,,,,guevel2026,as described in the source,False,False,
p_d447b45a8a,p01222,L7,growth_cessation,proliferation rate at which longitudinal growth and fusion coincide,approaching zero,,,chondrocyte proliferation rate,senescent rabbit growth plate,rabbit,,,,weise2001,qualitative threshold,False,False,
p_5eb0cf1e7a,p01223,L7,growth_cessation,age at which rat longitudinal growth has ceased with plate still present,62-80,62.0,80.0,weeks,Wistar rat femur and tibia,rat,,,,roach2003,study age range,False,False,
p_62688c998a,p01224,L7,hypoxia_necrosis_at_fusion,ultrastructural signs of apoptosis or autophagy in human growth plates including the fusing plate,none detected,,,electron microscopy,human growth plate specimens across pubertal stages,human,,,,emons2009,n=1 fusing specimen among a small pubertal series,False,False,
p_a926fb8878,p01225,L7,menarche_growth_remaining,postmenarcheal height gain,8.0,8.0,8.0,cm,"793 healthy term-born Swedish girls, GrowUp 1990 Gothenburg cohort, QEPS modelling",human,,,,grdstedtbergho2024,SD 4.9 cm; observed range 0.2 to 31.1 cm,False,False,
p_be5c615fed,p01226,L7,menarche_growth_remaining,age at menarche,13.0,13.0,13.0,years,same cohort,human,,,,grdstedtbergho2024,SD 1.3 years; range 8.2-17.2 years,False,False,
p_a0800f762b,p01227,L7,menarche_growth_remaining,proportion of the QEPS specific pubertal growth function completed at menarche,71.6,71.6,71.6,percent,same cohort,human,,,,grdstedtbergho2024,SD 18.8 percentage points,False,False,
p_941928d41a,p01228,L7,menarche_growth_remaining,variance in menarcheal age explained by data available at start of pubertal growth,44,44.0,44.0,percent,"multivariable model, on average 3.2 years before menarche",human,,,,grdstedtbergho2024,rising to 45% at midpuberty; 8% at age 7 y; 1% at birth,False,False,
p_f92c859455,p01229,L7,menarche_growth_remaining,narrowing of 95% adult height prediction interval with menarcheal status,"plus or minus 5 (premenarcheal, age 12) to plus or minus 4 (postmenarcheal, age 12)",,,cm,TW Mark I equations,human,,,,tanner1975,95% interval; at age 13 the figures are plus or minus 4 and plus or minus 3 cm,False,False,
p_58dd806e80,p01230,L7,mouse_does_not_fuse,age at which mouse growth plate remains unfused calcified cartilage,55,55.0,55.0,weeks,"mouse tibia/femur, SEM-EDS and IHC, latest timepoint examined",mouse,,,,yu2025,"observational; only two timepoints (W10, W55) examined",False,False,
p_242a648be3,p01231,L7,mouse_does_not_fuse,type X collagen and MMP-13 immunoreactivity in hypertrophic zone,"present at W10, absent at W55",,,qualitative IHC,aged mouse growth plate,mouse,,,,yu2025,not reported,False,False,
p_392a22afac,p01232,L7,mouse_does_not_fuse,"growth plate bony bridge number, wild-type mouse tibia (sham)",495,495.0,495.0,bridges per growth plate,"wild-type, sham surgery, micro-CT",mouse,,,,samvelyan2022,SD 45,False,False,
p_2b7df4eea3,p01233,L7,mouse_does_not_fuse,"growth plate bony bridge density, wild-type mouse tibia (sham)",1.2,1.2,1.2,bridges per unit area (study-defined),"wild-type, sham surgery, micro-CT",mouse,,,,samvelyan2022,SD 0.5,False,False,
p_e9cb6c2b5a,p01234,L7,mouse_does_not_fuse,"growth plate bony bridge density, Socs2-/- mouse tibia (sham)",14.4,14.4,14.4,bridges per unit area (study-defined),"Socs2-/- (de-repressed GH signalling), sham surgery, micro-CT",mouse,,,,samvelyan2022,SD 0.7,False,False,
p_fe55862d09,p01235,L7,mri_physeal_closure_staging,"inter-observer agreement for MRI fusion score across wrist, knee and ankle",0.87-0.94,0.87,0.94,kappa,"two radiologists, 958 healthy subjects aged 14.0-21.5 y",human,,,,kvist2021,range across sites,False,False,
p_f266d1f9c4,p01236,L7,mri_physeal_closure_staging,"inter-observer agreement, cartilage sequence, femur and tibia",0.86 (femur) / 0.90 (tibia),,,kappa,"395 subjects, paediatric radiologists",human,,,,kvist2020,93% and 95% percent agreement respectively,False,False,
p_547f2df80b,p01237,L7,mri_physeal_closure_staging,"inter-observer agreement, T1-weighted sequence, general radiologists",0.56 (femur) / 0.34 (tibia),,,kappa,"395 subjects, general (non-paediatric) radiologists",human,,,,kvist2020,69% and 56% percent agreement respectively,False,False,
p_9730979b08,p01238,L7,peak_height_velocity,"mean age at peak velocity across six pubertal markers, boys",13.0-14.0,13.0,14.0,years,"Edinburgh Longitudinal Growth Study, 103 boys, SITAR and mixed-effects logistic models",human,,,,cole2014,between-subject SD approximately 1 year,False,False,
p_6c4b65bdbe,p01239,L7,peak_height_velocity,"mean age at peak velocity across six pubertal markers, girls",12.0-13.1,12.0,13.1,years,"Edinburgh Longitudinal Growth Study, 74 girls",human,,,,cole2014,between-subject SD approximately 1 year,False,False,
p_6549da0046,p01240,L7,peak_height_velocity,peak height velocity magnitude,8-9,8.0,9.0,cm/year,"both sexes, SITAR fixed effects",human,,,,cole2014,not decomposed by sex in the source abstract,False,False,
p_f0f321c20e,p01241,L7,peak_height_velocity,correlation of age at peak velocity across pubertal markers,0.6-0.8 (boys); 0.8-0.92 (girls),,,correlation coefficient,"six markers - height, genital stage, breast stage, pubic hair stage, testis volume, menarche",human,,,,cole2014,sex difference p=0.005,False,False,
p_ec42ddc32f,p01242,L7,population_variation_fusion,advancement of epiphyseal union in Bosnian versus North American males,at least 2,,,years earlier,10 epiphyses compared with the McKern and Stewart Korean War sample,human,,,,schaefer2005,all 10 elements advanced; per-element figures in source,False,False,
p_cbb83b37ed,p01243,L7,population_variation_fusion,"mean Greulich-Pyle bone age minus chronological age, modern US cohort",2.9,2.9,2.9,months (bone age older),"472 paediatric ACL reconstruction candidates, multicentre",human,,,,guevel2026,SD 12.8; P<0.001; 95% limits of agreement approximately 2 years,False,False,
p_568cb3d634,p01244,L7,population_variation_fusion,"mean Greulich-Pyle bone age minus chronological age, Australian children",-2.2,-2.2,-2.2,months (bone age younger),406 children under 18 investigated for trauma,human,,,,paxton2013,"P=0.005; females -3.7 months (P=0.002), males -1.5 months (P=0.142)",False,False,
p_fe8dd165a9,p01245,L7,population_variation_fusion,Greulich-Pyle bone age deficit in underweight patients,-15.9,-15.9,-15.9,months,"modern US paediatric cohort, stratified by BMI",human,,,,guevel2026,P=0.008,False,False,
p_2a26e5fc8c,p01246,L7,rat_growth_cessation_without_fusion,age at which rat growth plate is still histologically present with growth ceased,62-80,62.0,80.0,weeks,"Wistar rat femur and tibia, histology",rat,,,,roach2003,age range as studied; n not stated in abstract,False,False,
p_0a0ff4a306,p01247,L7,remaining_growth_prediction,"95% prediction interval for adult height, TW Mark I, boys aged 4-12",plus or minus 7,,,cm,"height plus RUS bone age; 116 boys, 95 girls, Harpenden and London longitudinal series",human,,,,tanner1975,95% interval; narrows to plus or minus 6 cm at ages 13-14,False,False,
p_abc896103a,p01248,L7,remaining_growth_prediction,"95% prediction interval for adult height, TW Mark I, postmenarcheal girls aged 13",plus or minus 3,,,cm,height plus RUS bone age plus menarcheal status,human,,,,tanner1975,95% interval,False,False,
p_eea7869d81,p01249,L7,remaining_growth_prediction,"95% prediction interval for adult height, TW Mark II, boys aged 10 and 15",plus or minus 8 at age 10; plus or minus 6 at age 15; plus or minus 4 at 15 with previous height increment,,,cm,"refitted on a sample including very tall, very short and very growth-delayed children",human,,,,tanner1983,95% interval,False,False,
p_a7f8a0d6a6,p01250,L7,remaining_growth_prediction,"mean adult height prediction error by method, boys with constitutional delay",RWT -0.6; Bayley-Pinneau +3.1; TW Mark II -4.2; TW Mark I -7.3; target height +1.7,,,cm (signed mean error),"37 boys, first seen at mean age 14.80 (SD 1.70) y, adult height 170.4 (SD 5.4) cm",human,,,,brmswig1990,n=37,False,False,
p_2534d16bfd,p01251,L7,remaining_growth_prediction,"mean adult height prediction error by method, girls with constitutional delay",Bayley-Pinneau -0.8; TW Mark II -1.8; TW Mark I -2.1; RWT +2.3; target height +1.2,,,cm (signed mean error),"32 girls, first seen at mean age 12.87 (SD 2.56) y, adult height 157.8 (SD 4.2) cm",human,,,,brmswig1990,n=32,False,False,
p_8e50b72ea7,p01252,L7,remaining_growth_prediction,increase in prediction error from omitting skeletal age entirely,only slightly larger than the skeletal-age-based RWT model,,,qualitative comparison of prediction errors,"Khamis-Roche versus RWT, Fels Longitudinal Study, 223 white males and 210 white females",human,,,,khamis1994,numeric error difference not stated in the source abstract,True,False,
p_7f74903457,p01253,L7,risser_sign,correlation with growth event compared with hand-based staging,lower than the simplified TW3-RUS staging system (which correlated 0.91),,,qualitative comparison of correlation with curve acceleration phase,girls with idiopathic scoliosis,human,,,,sanders2008,Risser-specific coefficient not reported in the source abstract,True,False,
p_bb8e50be7c,p01254,L7,rus_score,number of bones scored in RUS,13,13.0,13.0,"bones (radius, ulna, 11 short bones)",TW-RUS definition as implemented in BoneXpert,human,,,,thodberg2009,definitional,False,False,
p_1fe883b67d,p01255,L7,rus_score,mean absolute difference between TW3-RUS and GP bone age,2.5-3.3,2.5,3.3,months,"1725 radiographs, 12 expert readers, most age bands",human,,,,tewattanarat2026,larger above 180 months of age,False,False,
p_e738f46ac5,p01256,L7,sanders_staging,"intra-observer agreement, Sanders staging",0.88 unweighted / 0.96 weighted,,,kappa,"6 raters, 30 skeletal age radiographs, repeat reading",human,,,,sanders2008,89% exact match; 100% of differences within one stage,False,False,
p_1c22802d88,p01257,L7,sanders_staging,"inter-observer agreement, Sanders staging",0.71 unweighted / 0.89 weighted,,,kappa,"6 raters, 30 skeletal age radiographs",human,,,,sanders2008,71% exact match; 97% within one stage,False,False,
p_5ba5c8bba2,p01258,L7,sanders_staging,correlation of Sanders stage with scoliosis curve acceleration phase,0.91,0.91,0.91,correlation coefficient,22 girls with idiopathic scoliosis,human,,,,sanders2008,n=22; single centre,False,False,
